Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 64.0.3282.186,,2018-03-16 00:10:43,2018-03-16 00:10:47,3.271s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:47,2018-03-16 00:10:48,1.582s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:48,2018-03-16 00:10:51,3.280s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:51,2018-03-16 00:10:51,0.076s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:51,2018-03-16 00:10:52,0.088s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:52,2018-03-16 00:10:53,1.194s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:10:53,2018-03-16 00:10:53,0.084s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:10:53,2018-03-16 00:11:23,30.002s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-16 00:11:23,2018-03-16 00:11:23,0.082s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:11:23,2018-03-16 00:11:28,5.002s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-16 00:11:28,2018-03-16 00:11:28,0.190s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:11:28,2018-03-16 00:11:29,0.497s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:11:29,2018-03-16 00:11:29,0.333s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:11:29,2018-03-16 00:11:29,0.286s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:11:29,2018-03-16 00:11:29,0.239s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:11:29,2018-03-16 00:11:30,0.262s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:11:30,2018-03-16 00:11:35,5.001s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:11:35,2018-03-16 00:11:35,0.164s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:11:35,2018-03-16 00:11:35,0.140s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:11:35,2018-03-16 00:11:40,5.002s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:11:40,2018-03-16 00:11:40,0.139s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:11:40,2018-03-16 00:12:40,1m - 0.001s,PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-16 00:12:40,2018-03-16 00:12:41,0.544s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-16 00:12:41,2018-03-16 00:15:02,2m - 20.802s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-16 00:12:41,2018-03-16 00:12:44,3.727s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-16 00:12:44,2018-03-16 00:12:47,3.037s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:12:47,2018-03-16 00:12:48,0.503s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:12:48,2018-03-16 00:12:48,0.204s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:12:48,2018-03-16 00:12:51,2.669s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:12:51,2018-03-16 00:12:58,7.160s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:12:58,2018-03-16 00:12:59,0.876s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:12:59,2018-03-16 00:13:01,1.970s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:13:01,2018-03-16 00:13:06,5.003s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:06,2018-03-16 00:13:09,2.876s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:09,2018-03-16 00:13:10,1.360s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:10,2018-03-16 00:13:12,2.149s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:12,2018-03-16 00:13:12,0.179s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:12,2018-03-16 00:13:13,0.141s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:13,2018-03-16 00:13:14,1.092s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:14,2018-03-16 00:13:14,0.086s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:13:14,2018-03-16 00:13:44,30.001s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-16 00:13:44,2018-03-16 00:13:44,0.076s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:13:44,2018-03-16 00:13:49,5.001s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-16 00:13:49,2018-03-16 00:13:49,0.167s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:13:49,2018-03-16 00:13:49,0.465s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:13:49,2018-03-16 00:13:50,0.315s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:13:50,2018-03-16 00:13:50,0.297s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:13:50,2018-03-16 00:13:50,0.221s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-16 00:13:50,2018-03-16 00:13:51,0.260s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:13:51,2018-03-16 00:13:56,5.004s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:56,2018-03-16 00:13:56,0.139s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:13:56,2018-03-16 00:13:56,0.130s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:13:56,2018-03-16 00:14:01,5.001s,PASSED
click,Chrome 64.0.3282.186,,2018-03-16 00:14:01,2018-03-16 00:14:01,0.178s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-16 00:14:01,2018-03-16 00:15:01,1m - 0.001s,PASSED
verifyTextPresent,Chrome 64.0.3282.186,,2018-03-16 00:15:01,2018-03-16 00:15:02,0.490s,FAILED
