Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite,Firefox 58.0,,2018-07-30 22:00:07,2018-07-30 22:04:09,4m - 1.313s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Firefox 58.0,,2018-07-30 22:00:08,2018-07-30 22:01:38,1m - 29.673s,FAILED
openBrowser,Firefox 58.0,,2018-07-30 22:00:10,2018-07-30 22:00:23,13.241s,PASSED
maximizeWindow,Firefox 58.0,,2018-07-30 22:00:23,2018-07-30 22:00:27,3.661s,PASSED
navigateToUrl,Firefox 58.0,,2018-07-30 22:00:27,2018-07-30 22:00:29,2.385s,PASSED
delay,Firefox 58.0,,2018-07-30 22:00:29,2018-07-30 22:00:34,5.070s,PASSED
setText,Firefox 58.0,,2018-07-30 22:00:34,2018-07-30 22:00:35,0.621s,PASSED
setText,Firefox 58.0,,2018-07-30 22:00:35,2018-07-30 22:00:35,0.269s,PASSED
click,Firefox 58.0,,2018-07-30 22:00:35,2018-07-30 22:00:45,10.061s,PASSED
delay,Firefox 58.0,,2018-07-30 22:00:45,2018-07-30 22:00:50,5.004s,PASSED
click,Firefox 58.0,,2018-07-30 22:00:50,2018-07-30 22:00:53,2.673s,PASSED
setText,Firefox 58.0,,2018-07-30 22:00:53,2018-07-30 22:00:53,0.299s,PASSED
click,Firefox 58.0,,2018-07-30 22:00:53,2018-07-30 22:00:56,3.018s,PASSED
delay,Firefox 58.0,,2018-07-30 22:00:56,2018-07-30 22:01:01,5.004s,PASSED
click,Firefox 58.0,,2018-07-30 22:01:01,2018-07-30 22:01:07,5.895s,PASSED
click,Firefox 58.0,,2018-07-30 22:01:07,2018-07-30 22:01:38,31.122s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Firefox 58.0,,2018-07-30 22:01:38,2018-07-30 22:02:53,1m - 15.265s,FAILED
openBrowser,Firefox 58.0,,2018-07-30 22:01:38,2018-07-30 22:01:46,7.338s,PASSED
maximizeWindow,Firefox 58.0,,2018-07-30 22:01:46,2018-07-30 22:01:49,3.523s,PASSED
navigateToUrl,Firefox 58.0,,2018-07-30 22:01:49,2018-07-30 22:01:53,3.872s,PASSED
delay,Firefox 58.0,,2018-07-30 22:01:53,2018-07-30 22:01:58,5.002s,PASSED
setText,Firefox 58.0,,2018-07-30 22:01:58,2018-07-30 22:01:58,0.190s,PASSED
setText,Firefox 58.0,,2018-07-30 22:01:58,2018-07-30 22:01:59,0.363s,PASSED
click,Firefox 58.0,,2018-07-30 22:01:59,2018-07-30 22:02:02,3.288s,PASSED
delay,Firefox 58.0,,2018-07-30 22:02:02,2018-07-30 22:02:07,5.003s,PASSED
click,Firefox 58.0,,2018-07-30 22:02:07,2018-07-30 22:02:11,3.808s,PASSED
setText,Firefox 58.0,,2018-07-30 22:02:11,2018-07-30 22:02:11,0.302s,PASSED
click,Firefox 58.0,,2018-07-30 22:02:11,2018-07-30 22:02:13,2.092s,PASSED
delay,Firefox 58.0,,2018-07-30 22:02:13,2018-07-30 22:02:18,5.002s,PASSED
click,Firefox 58.0,,2018-07-30 22:02:18,2018-07-30 22:02:22,4.376s,PASSED
click,Firefox 58.0,,2018-07-30 22:02:22,2018-07-30 22:02:53,30.955s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Firefox 58.0,,2018-07-30 22:02:53,2018-07-30 22:04:08,1m - 14.628s,FAILED
openBrowser,Firefox 58.0,,2018-07-30 22:02:54,2018-07-30 22:03:01,7.341s,PASSED
maximizeWindow,Firefox 58.0,,2018-07-30 22:03:01,2018-07-30 22:03:04,3.517s,PASSED
navigateToUrl,Firefox 58.0,,2018-07-30 22:03:04,2018-07-30 22:03:06,2.048s,PASSED
delay,Firefox 58.0,,2018-07-30 22:03:06,2018-07-30 22:03:11,5.002s,PASSED
setText,Firefox 58.0,,2018-07-30 22:03:11,2018-07-30 22:03:12,0.265s,PASSED
setText,Firefox 58.0,,2018-07-30 22:03:12,2018-07-30 22:03:12,0.354s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:12,2018-07-30 22:03:15,2.811s,PASSED
delay,Firefox 58.0,,2018-07-30 22:03:15,2018-07-30 22:03:20,5.004s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:20,2018-07-30 22:03:22,2.431s,PASSED
setText,Firefox 58.0,,2018-07-30 22:03:22,2018-07-30 22:03:23,0.281s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:23,2018-07-30 22:03:26,3.067s,PASSED
delay,Firefox 58.0,,2018-07-30 22:03:26,2018-07-30 22:03:31,5.002s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:31,2018-07-30 22:03:33,1.900s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:33,2018-07-30 22:03:37,4.012s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:37,2018-07-30 22:03:37,0.324s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:37,2018-07-30 22:03:37,0.330s,PASSED
click,Firefox 58.0,,2018-07-30 22:03:37,2018-07-30 22:04:08,30.850s,FAILED
