Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite,Chrome 64.0.3282.186,,2018-03-15 23:46:20,2018-03-15 23:55:18,8m - 58.293s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:46:21,2018-03-15 23:47:20,59.269s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:46:21,2018-03-15 23:46:25,3.449s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:46:25,2018-03-15 23:46:28,3.577s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:46:28,2018-03-15 23:46:29,0.852s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:46:29,2018-03-15 23:46:30,0.447s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:46:30,2018-03-15 23:46:32,2.662s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:46:32,2018-03-15 23:46:39,6.979s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:46:39,2018-03-15 23:46:40,0.872s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:46:40,2018-03-15 23:46:42,1.528s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:46:42,2018-03-15 23:46:47,5.036s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:46:47,2018-03-15 23:46:49,1.931s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:46:49,2018-03-15 23:47:20,31.416s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:47:20,2018-03-15 23:48:28,1m - 7.894s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:47:20,2018-03-15 23:47:23,3.180s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:47:23,2018-03-15 23:47:26,3.257s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:47:26,2018-03-15 23:47:27,0.578s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:47:27,2018-03-15 23:47:27,0.189s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:27,2018-03-15 23:47:30,2.349s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:30,2018-03-15 23:47:36,6.580s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:47:36,2018-03-15 23:47:37,0.838s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:37,2018-03-15 23:47:38,1.436s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:47:38,2018-03-15 23:47:43,5.002s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:43,2018-03-15 23:47:45,1.796s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:45,2018-03-15 23:47:49,3.336s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:49,2018-03-15 23:47:50,1.707s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:50,2018-03-15 23:47:50,0.095s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:50,2018-03-15 23:47:51,0.188s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:51,2018-03-15 23:47:52,1.638s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:47:52,2018-03-15 23:47:52,0.084s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:47:52,2018-03-15 23:48:22,30.003s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-15 23:48:22,2018-03-15 23:48:22,0.107s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:48:22,2018-03-15 23:48:27,5.002s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-15 23:48:27,2018-03-15 23:48:28,0.468s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:48:28,2018-03-15 23:49:41,1m - 13.011s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:48:28,2018-03-15 23:48:31,3.316s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:48:31,2018-03-15 23:48:34,2.371s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:48:34,2018-03-15 23:48:34,0.594s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:48:34,2018-03-15 23:48:34,0.179s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:48:34,2018-03-15 23:48:37,2.445s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:48:37,2018-03-15 23:48:43,6.471s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:48:43,2018-03-15 23:48:44,0.954s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:48:44,2018-03-15 23:48:46,1.263s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:48:46,2018-03-15 23:48:51,5.002s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:48:51,2018-03-15 23:48:56,5.066s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:48:56,2018-03-15 23:49:01,5.591s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:01,2018-03-15 23:49:03,2.174s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:03,2018-03-15 23:49:03,0.095s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:03,2018-03-15 23:49:04,0.142s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:04,2018-03-15 23:49:05,1.645s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:05,2018-03-15 23:49:05,0.098s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:49:05,2018-03-15 23:49:35,30.002s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-15 23:49:35,2018-03-15 23:49:35,0.059s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:49:35,2018-03-15 23:49:40,5.002s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-15 23:49:40,2018-03-15 23:49:41,0.460s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:49:41,2018-03-15 23:50:46,1m - 4.745s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:49:41,2018-03-15 23:49:44,3.231s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:49:44,2018-03-15 23:49:47,2.531s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:49:47,2018-03-15 23:49:47,0.741s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:49:47,2018-03-15 23:49:48,0.205s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:48,2018-03-15 23:49:50,2.323s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:50,2018-03-15 23:49:56,6.440s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:49:56,2018-03-15 23:49:57,0.928s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:49:57,2018-03-15 23:49:59,1.346s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:49:59,2018-03-15 23:50:04,5.001s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:04,2018-03-15 23:50:05,1.726s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:05,2018-03-15 23:50:07,1.570s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:07,2018-03-15 23:50:09,1.620s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:09,2018-03-15 23:50:09,0.119s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:09,2018-03-15 23:50:09,0.116s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:09,2018-03-15 23:50:10,1.137s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:10,2018-03-15 23:50:10,0.105s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:50:10,2018-03-15 23:50:40,30.003s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-15 23:50:40,2018-03-15 23:50:40,0.087s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:50:40,2018-03-15 23:50:45,5.001s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-15 23:50:45,2018-03-15 23:50:46,0.462s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:50:46,2018-03-15 23:51:58,1m - 12.070s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:50:46,2018-03-15 23:50:49,3.214s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:50:49,2018-03-15 23:50:52,2.785s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:50:52,2018-03-15 23:50:52,0.263s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:50:52,2018-03-15 23:50:52,0.201s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:52,2018-03-15 23:50:57,4.443s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:50:57,2018-03-15 23:51:04,6.955s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:51:04,2018-03-15 23:51:04,0.907s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:04,2018-03-15 23:51:06,1.588s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:51:06,2018-03-15 23:51:11,5.002s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:11,2018-03-15 23:51:13,1.853s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:13,2018-03-15 23:51:18,4.680s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:18,2018-03-15 23:51:21,3.206s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:21,2018-03-15 23:51:21,0.122s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:21,2018-03-15 23:51:21,0.109s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:21,2018-03-15 23:51:22,1.104s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:51:22,2018-03-15 23:51:22,0.104s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:51:22,2018-03-15 23:51:52,30.002s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-15 23:51:52,2018-03-15 23:51:52,0.083s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:51:52,2018-03-15 23:51:57,5.001s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-15 23:51:57,2018-03-15 23:51:58,0.416s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:51:58,2018-03-15 23:53:04,1m - 6.492s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:51:58,2018-03-15 23:52:01,3.195s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:52:01,2018-03-15 23:52:04,2.843s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:52:04,2018-03-15 23:52:04,0.525s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:52:04,2018-03-15 23:52:04,0.213s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:04,2018-03-15 23:52:07,2.578s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:07,2018-03-15 23:52:13,6.359s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:52:13,2018-03-15 23:52:14,0.843s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:14,2018-03-15 23:52:16,1.554s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:52:16,2018-03-15 23:52:21,5.002s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:21,2018-03-15 23:52:23,1.736s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:23,2018-03-15 23:52:25,2.892s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:25,2018-03-15 23:52:27,1.715s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:27,2018-03-15 23:52:27,0.105s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:27,2018-03-15 23:52:27,0.157s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:27,2018-03-15 23:52:29,1.138s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:52:29,2018-03-15 23:52:29,0.106s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:52:29,2018-03-15 23:52:59,30.005s,PASSED
switchToFrame,Chrome 64.0.3282.186,,2018-03-15 23:52:59,2018-03-15 23:52:59,0.071s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-15 23:52:59,2018-03-15 23:53:04,5.002s,PASSED
selectOptionByLabel,Chrome 64.0.3282.186,,2018-03-15 23:53:04,2018-03-15 23:53:04,0.434s,FAILED
,,,,,,
Test Cases/Convert Lead in sf,Chrome 64.0.3282.186,,2018-03-15 23:53:04,2018-03-15 23:54:10,1m - 6.158s,FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-15 23:53:04,2018-03-15 23:53:08,3.325s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-15 23:53:08,2018-03-15 23:53:11,3.260s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:53:11,2018-03-15 23:53:11,0.498s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-15 23:53:11,2018-03-15 23:53:12,0.231s,PASSED
click,Chrome 64.0.3282.186,,2018-03-15 23:53:12,2018-03-15 23:53:14,2.385s,PASSED
