Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite,Chrome 65.0.3325.181,,2018-03-29 00:37:26,2018-03-29 00:39:46,2m - 19.521s,PASSED
,,,,,,
Test Cases/LeadCreation,Chrome 65.0.3325.181,,2018-03-29 00:37:27,2018-03-29 00:38:15,48.030s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 00:37:28,2018-03-29 00:37:31,3.707s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 00:37:31,2018-03-29 00:37:32,1.236s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 00:37:32,2018-03-29 00:37:39,6.722s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:39,2018-03-29 00:37:40,0.344s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:40,2018-03-29 00:37:40,0.236s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:40,2018-03-29 00:37:40,0.356s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:37:40,2018-03-29 00:37:42,1.717s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:37:42,2018-03-29 00:37:42,0.281s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:37:42,2018-03-29 00:37:43,0.644s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:43,2018-03-29 00:37:43,0.147s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:43,2018-03-29 00:37:43,0.190s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:37:43,2018-03-29 00:37:43,0.143s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:37:43,2018-03-29 00:37:43,0.122s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:37:43,2018-03-29 00:37:44,0.386s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:37:44,2018-03-29 00:37:44,0.115s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 00:37:44,2018-03-29 00:38:14,30.043s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.008s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.005s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.003s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.003s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
switchToFrame,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.000s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
selectOptionByLabel,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.000s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.000s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.002s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.000s,NOT_RUN
verifyTextPresent,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
switchToDefaultContent,Chrome 65.0.3325.181,Switch back to current window,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:14,0.001s,NOT_RUN
closeBrowser,Chrome 65.0.3325.181,,2018-03-29 00:38:14,2018-03-29 00:38:15,0.822s,PASSED
,,,,,,
Test Cases/LeadCreation,Chrome 65.0.3325.181,,2018-03-29 00:38:15,2018-03-29 00:39:00,44.813s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-29 00:38:15,2018-03-29 00:38:18,2.653s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-29 00:38:18,2018-03-29 00:38:19,1.174s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 00:38:19,2018-03-29 00:38:24,5.025s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:24,2018-03-29 00:38:24,0.314s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:24,2018-03-29 00:38:24,0.238s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:24,2018-03-29 00:38:25,0.767s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:38:25,2018-03-29 00:38:27,1.648s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:38:27,2018-03-29 00:38:27,0.264s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:38:27,2018-03-29 00:38:28,0.636s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:28,2018-03-29 00:38:28,0.155s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:28,2018-03-29 00:38:28,0.142s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:28,2018-03-29 00:38:28,0.174s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:38:28,2018-03-29 00:38:28,0.137s,PASSED
selectOptionByValue,Chrome 65.0.3325.181,,2018-03-29 00:38:28,2018-03-29 00:38:29,0.371s,PASSED
click,Chrome 65.0.3325.181,,2018-03-29 00:38:29,2018-03-29 00:38:29,0.143s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:29,2018-03-29 00:38:59,30.002s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.002s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.004s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.002s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.002s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.004s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.002s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
switchToFrame,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
selectOptionByLabel,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
setText,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.002s,NOT_RUN
delay,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.000s,NOT_RUN
click,Chrome 65.0.3325.181,,2018-03-29 00:38:59,2018-03-29 00:38:59,0.001s,NOT_RUN
