Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite,Chrome 68.0.3440.106,,2018-08-27 22:54:19,2018-08-27 22:57:19,3m - 0.170s,PASSED
,,,,,,
Test Cases/LeadCreation,Chrome 68.0.3440.106,,2018-08-27 22:54:20,2018-08-27 22:55:29,1m - 8.560s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 22:54:21,2018-08-27 22:54:31,9.858s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-27 22:54:31,2018-08-27 22:54:33,1.524s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:54:33,2018-08-27 22:54:45,11.863s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:45,2018-08-27 22:54:46,0.974s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:46,2018-08-27 22:54:46,0.490s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:46,2018-08-27 22:54:47,1.161s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:54:47,2018-08-27 22:54:51,3.675s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:54:51,2018-08-27 22:54:52,0.879s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:54:52,2018-08-27 22:54:53,1.121s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:53,2018-08-27 22:54:53,0.396s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:53,2018-08-27 22:54:54,0.491s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:54:54,2018-08-27 22:54:55,0.623s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:54:55,2018-08-27 22:54:55,0.533s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:54:55,2018-08-27 22:54:56,0.800s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:54:56,2018-08-27 22:54:56,0.333s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 22:54:56,2018-08-27 22:55:26,30.047s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.003s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.003s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.004s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.003s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
switchToFrame,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
selectOptionByLabel,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.003s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.005s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
verifyTextPresent,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
switchToDefaultContent,Chrome 68.0.3440.106,Switch back to current window,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:26,0.002s,NOT_RUN
closeBrowser,Chrome 68.0.3440.106,,2018-08-27 22:55:26,2018-08-27 22:55:29,2.346s,PASSED
,,,,,,
Test Cases/LeadCreation,Chrome 68.0.3440.106,,2018-08-27 22:55:29,2018-08-27 22:56:28,59.093s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 22:55:29,2018-08-27 22:55:33,4.443s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-27 22:55:33,2018-08-27 22:55:35,1.435s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:55:35,2018-08-27 22:55:49,14.617s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:49,2018-08-27 22:55:50,0.443s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:50,2018-08-27 22:55:50,0.395s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:50,2018-08-27 22:55:51,0.916s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:55:51,2018-08-27 22:55:54,2.399s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:55:54,2018-08-27 22:55:54,0.424s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:55:54,2018-08-27 22:55:55,0.796s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:55,2018-08-27 22:55:55,0.324s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:55,2018-08-27 22:55:55,0.259s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:55:55,2018-08-27 22:55:56,0.307s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:55:56,2018-08-27 22:55:56,0.298s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:55:56,2018-08-27 22:55:57,0.496s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:55:57,2018-08-27 22:55:57,0.218s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 22:55:57,2018-08-27 22:56:27,30.002s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.002s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
switchToFrame,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
selectOptionByLabel,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.003s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.005s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.000s,NOT_RUN
verifyTextPresent,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.003s,NOT_RUN
switchToDefaultContent,Chrome 68.0.3440.106,Switch back to current window,2018-08-27 22:56:27,2018-08-27 22:56:27,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.002s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:27,0.001s,NOT_RUN
closeBrowser,Chrome 68.0.3440.106,,2018-08-27 22:56:27,2018-08-27 22:56:28,0.957s,PASSED
,,,,,,
Test Cases/LeadCreation,Chrome 68.0.3440.106,,2018-08-27 22:56:28,2018-08-27 22:57:19,51.018s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-08-27 22:56:28,2018-08-27 22:56:30,2.432s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-08-27 22:56:30,2018-08-27 22:56:31,1.136s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:56:31,2018-08-27 22:56:40,8.449s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:40,2018-08-27 22:56:40,0.355s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:40,2018-08-27 22:56:41,0.423s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:41,2018-08-27 22:56:41,0.610s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:56:41,2018-08-27 22:56:44,2.770s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:56:44,2018-08-27 22:56:44,0.476s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:56:44,2018-08-27 22:56:46,1.220s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:46,2018-08-27 22:56:46,0.288s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:46,2018-08-27 22:56:46,0.295s,PASSED
setText,Chrome 68.0.3440.106,,2018-08-27 22:56:46,2018-08-27 22:56:47,0.312s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:56:47,2018-08-27 22:56:47,0.227s,PASSED
selectOptionByValue,Chrome 68.0.3440.106,,2018-08-27 22:56:47,2018-08-27 22:56:47,0.526s,PASSED
click,Chrome 68.0.3440.106,,2018-08-27 22:56:47,2018-08-27 22:56:48,0.235s,PASSED
delay,Chrome 68.0.3440.106,,2018-08-27 22:56:48,2018-08-27 22:57:18,30.004s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.002s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.002s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.003s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.004s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.002s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
click,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.002s,NOT_RUN
switchToFrame,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
delay,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
selectOptionByLabel,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
setText,Chrome 68.0.3440.106,,2018-08-27 22:57:18,2018-08-27 22:57:18,0.001s,NOT_RUN
