Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 68.0.3440.106,,2018-09-11 23:05:23,2018-09-11 23:05:24,1.352s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 23:05:24,2018-09-11 23:05:25,1.238s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 23:05:25,2018-09-11 23:05:26,0.674s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-11 23:05:26,2018-09-11 23:05:27,1.012s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 23:05:27,2018-09-11 23:05:32,5.004s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 23:05:32,2018-09-11 23:05:33,1.081s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 23:05:33,2018-09-11 23:05:34,0.826s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 23:05:34,2018-09-11 23:05:39,5.004s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 23:05:39,2018-09-11 23:05:39,0.402s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 23:05:39,2018-09-11 23:06:39,1m - 0.003s,PASSED
verifyTextPresent,Chrome 68.0.3440.106,,2018-09-11 23:06:39,2018-09-11 23:06:40,0.556s,PASSED
switchToDefaultContent,Chrome 68.0.3440.106,Switch back to current window,2018-09-11 23:06:40,2018-09-11 23:06:40,0.069s,PASSED
click,Chrome 68.0.3440.106,,2018-09-11 23:06:40,2018-09-11 23:06:49,9.008s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-11 23:06:49,2018-09-11 23:07:04,15.003s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-11 23:07:04,2018-09-11 23:07:05,1.054s,PASSED
